judul_ta,deskripsi,judul_preprocessed,deskripsi_preprocessed
Sistem informasi administrasi keuangan di pondok pesantren nurur rahmah wilayah darus salam berbasis web,Suatu sistem keuangan yg memanfaatkan Codeigniter web framework dan mysql untuk mempermuda petugas dalam pendataan keuangan.,sistem informasi administrasi keuangan di pondok pesantren nurur rahmah wilayah darus salam berbasis web,suatu sistem keuangan yg memanfaatkan codeigniter web framework dan mysql untuk mempermuda petugas dalam pendataan keuangan
KLASIFIKASI KUALITAS JENIS DAUN TEMBAKAU MENGGUNAKAN ALGORITMA BACKPROPAGATION BERBASIS WEB,"Kab.Probolinggo adalah merupakan salah satu penghasil tembakau,salah satunya yaitu di kecamatan paiton.Karna banyak nya penghasil tembakau,dibuatlah aplikasi yang berjudul PEMETAAN LUAS LAHAN KEBUN TEMBAKAU DI KAB.PROBOLINGGO MENGGUNAKAN POLYGON BERBASIS WEB agar kita dapat mengetahui jenis tembakau apa saja yang ditanam oleh petani,kemudian jenis pupuk apa saja yang dipakai para petani,dan hama apa saja yang sering menyerang tanaman tembakau mereka.",klasifikasi kualitas jenis daun tembakau menggunakan algoritma backpropagation berbasis web,kab probolinggo adalah merupakan salah satu penghasil tembakau salah satunya yaitu di kecamatan paiton karna banyak nya penghasil tembakau dibuatlah aplikasi yang berjudul pemetaan luas lahan kebun tembakau di kab probolinggo menggunakan polygon berbasis web agar kita dapat mengetahui jenis tembakau apa saja yang ditanam oleh petani kemudian jenis pupuk apa saja yang dipakai para petani dan hama apa saja yang sering menyerang tanaman tembakau mereka
Mengurangi MWH Losses dengan menambahkan seal air pada sensor chute plug dan discharge coal feeder di PLTU UP Paiton Unit 1 dan 2,"Tahun 2017 hingga juni 2018 , gangguan terbanyak terjadi pada coal feeder dgn alarm chute plug. Chute plug terjadi dikarenakan jenis batu bara yang masuk ke coal feeder low rank , dimana kalori low rank cenderung basah , lengket dan berdebu serta kondisi sensor chute plug yang terlalu sensitif. _x000D_
Maka dari itu perlu dilakukan improvement penambahan seal air pada sensor chute plug & discharge coal feeder.",mengurangi mwh losses dengan menambahkan seal air pada sensor chute plug dan discharge coal feeder di pltu up paiton unit 1 dan 2,tahun 2017 hingga juni 2018 gangguan terbanyak terjadi pada coal feeder dgn alarm chute plug chute plug terjadi dikarenakan jenis batu bara yang masuk ke coal feeder low rank dimana kalori low rank cenderung basah lengket dan berdebu serta kondisi sensor chute plug yang terlalu sensitif maka dari itu perlu dilakukan improvement penambahan seal air pada sensor chute plug discharge coal feeder
PERANCANGAN APLIKASI PEMASARAN BUAH DAN BIBIT BUAH BERBASIS WEB MENGGUNAKAN FRAMEWORK CODEIGNITER DI DESA RENTENG,"Desa Renteng adalah desa yang terletak diatas gunung, termasuk dari kecamatan Gading Kota Probolinggo. Dilihat dari masyarakat yang ada di desa tersebut ialah bertani. Jadi tidak salah apabila banyak buah-buahan atau rempah-rempah yang dihasilkan dari Desa Renteng. Dilihat dari masyarakat, penduduk Desa Renteng baik yang menikah maupun yang belum menikah menekuni profesi bertani. Faktor SDA yang menjadi lahan pertanian sehingga masyarakat dengan mudah mengelola lahan dengan bercocok tanam, rempah-rempah dan buah-buahan, pengembangan bibit-bibit tanaman juga menjadi sumber penghasilan masyarakat. SDM kurang mendukung untuk mengekplore hasil bumi Desa Renteng menjadi permasalahan utama untuk pemasaran. Tujuan penelitian untuk membuat aplikasi berbasis WEB menggunakan Framework Codeigniter agar mempermudah memasarkan hasil panen yang ada di Desa Renteng.",perancangan aplikasi pemasaran buah dan bibit buah berbasis web menggunakan framework codeigniter di desa renteng,desa renteng adalah desa yang terletak diatas gunung termasuk dari kecamatan gading kota probolinggo dilihat dari masyarakat yang ada di desa tersebut ialah bertani jadi tidak salah apabila banyak buah-buahan atau rempah-rempah yang dihasilkan dari desa renteng dilihat dari masyarakat penduduk desa renteng baik yang menikah maupun yang belum menikah menekuni profesi bertani faktor sda yang menjadi lahan pertanian sehingga masyarakat dengan mudah mengelola lahan dengan bercocok tanam rempah-rempah dan buah-buahan pengembangan bibit-bibit tanaman juga menjadi sumber penghasilan masyarakat sdm kurang mendukung untuk mengekplore hasil bumi desa renteng menjadi permasalahan utama untuk pemasaran tujuan penelitian untuk membuat aplikasi berbasis web menggunakan framework codeigniter agar mempermudah memasarkan hasil panen yang ada di desa renteng
Sistem Informasi Pelayanan Surat dan Pengaduan Masyarakat di Desa Wangkal Menggunakan Framework Laravel.,"Sistem Informasi Pelayanan Surat dan Pengaduan Masyarakat di Desa Wangkal Menggunakan Framework Laravel adalah sebuah aplikasi berbasis web yang dirancang untuk membantu pemerintah desa dalam mengelola pelayanan surat dan pengaduan masyarakat. Sistem ini dapat membantu meningkatkan efisiensi, transparansi, dan akuntabilitas pelayanan publik di desa.",sistem informasi pelayanan surat dan pengaduan masyarakat di desa wangkal menggunakan framework laravel,sistem informasi pelayanan surat dan pengaduan masyarakat di desa wangkal menggunakan framework laravel adalah sebuah aplikasi berbasis web yang dirancang untuk membantu pemerintah desa dalam mengelola pelayanan surat dan pengaduan masyarakat sistem ini dapat membantu meningkatkan efisiensi transparansi dan akuntabilitas pelayanan publik di desa
Sistem Informasi Pendaftaran Uji Kompetensi Lembaga Universitas Nurul Jadid Berbasis Web,"Dengan terbentuknya Lembaga Sertifikasi Profesi (LSP) sebagai lembaga pelaksanaan kegiatan sertifikasi profesi, maka pada agenda berikutnya Universitas Nurul Jadid akan mengadakan uji kompetensi mahasiswa. Pendaftaran Uji Kompetensi dilakukan untuk pengumpulan data mahasiswa yang akan mengikuti uji kompetensi. Berkembang dan merambat Teknologi ke berbagai pelosok negeri, secara tidak langsung kita sebagai manusia di tuntut untuk melakukan sesuatu dengan profesional, tepat waktu dan tidak bertele-tele sehingga waktu yang tersisa bisa dimanfaatkan untuk kegiatan yang lain. Demi menunjang proses pendaftaran yang efektif dan efisien, maka diperlukan sebuah sistem yang dapat memudahkan pelaksanaan pendaftaran, salah satunya adalah dengan memanfaatkan sistem informasi maupun website. Sistem informasi pendaftaran uji kompetensi memungkinkan calon peserta uji kompetensi dapat melakukan pendaftaran secara online.",sistem informasi pendaftaran uji kompetensi lembaga universitas nurul jadid berbasis web,dengan terbentuknya lembaga sertifikasi profesi lsp sebagai lembaga pelaksanaan kegiatan sertifikasi profesi maka pada agenda berikutnya universitas nurul jadid akan mengadakan uji kompetensi mahasiswa pendaftaran uji kompetensi dilakukan untuk pengumpulan data mahasiswa yang akan mengikuti uji kompetensi berkembang dan merambat teknologi ke berbagai pelosok negeri secara tidak langsung kita sebagai manusia di tuntut untuk melakukan sesuatu dengan profesional tepat waktu dan tidak bertele-tele sehingga waktu yang tersisa bisa dimanfaatkan untuk kegiatan yang lain demi menunjang proses pendaftaran yang efektif dan efisien maka diperlukan sebuah sistem yang dapat memudahkan pelaksanaan pendaftaran salah satunya adalah dengan memanfaatkan sistem informasi maupun website sistem informasi pendaftaran uji kompetensi memungkinkan calon peserta uji kompetensi dapat melakukan pendaftaran secara online
Aplikasi pelayanan surat kelahiran dan kematian desa selogudig wetan berbasis web menggunakan frame work code igniter,"Teknologi informasi di harapkan dapat mempermudah masyarakat dalam menyelesaikan tugas nya serta serta dapat menggantikan proses yang manual ke proses semi otomatis, Salah satu yang sering menjadi permasalahan di dalam desa selogudig wetan dan cukup mendapatkan perhatian adalah tentang pembuatan surat di kantor desa yang cukup memakan waktu lama, karena masih bersifat manual serta terbelit belit nya proses yang harus di lalui, belum lagi sering nya terjadi kesalahan pengetikan membuat masyarakat semakin enggan mendatangi kantor desa, atas permasalahan tersebut, perlu adanya inisiatif atau gagasan untuk dapat mengalihfungsikan pembuatan surat yang masih di lakukan secara manual tersebut dengan memanfaatkan teknologi informasi yaitu dengan pembuatan surat berbasis web, dalam penelitian ini metode yang cukup di gunakan yaitu tehnik pengumpulan data yang mencakup observasi wawancara dan studi pustaka serta metode pengembangan sistem yang meliputi analisis kebutuhan software, desain, code generation, testing dan support. Diharapkan dengan adanya sistem baru ini dapat memberikan keakuratan data, efisiensi, dan ke efektifan  yang tinggi bagi sistem administrasi di desa selogudig wetan",aplikasi pelayanan surat kelahiran dan kematian desa selogudig wetan berbasis web menggunakan frame work code igniter,teknologi informasi di harapkan dapat mempermudah masyarakat dalam menyelesaikan tugas nya serta serta dapat menggantikan proses yang manual ke proses semi otomatis salah satu yang sering menjadi permasalahan di dalam desa selogudig wetan dan cukup mendapatkan perhatian adalah tentang pembuatan surat di kantor desa yang cukup memakan waktu lama karena masih bersifat manual serta terbelit belit nya proses yang harus di lalui belum lagi sering nya terjadi kesalahan pengetikan membuat masyarakat semakin enggan mendatangi kantor desa atas permasalahan tersebut perlu adanya inisiatif atau gagasan untuk dapat mengalihfungsikan pembuatan surat yang masih di lakukan secara manual tersebut dengan memanfaatkan teknologi informasi yaitu dengan pembuatan surat berbasis web dalam penelitian ini metode yang cukup di gunakan yaitu tehnik pengumpulan data yang mencakup observasi wawancara dan studi pustaka serta metode pengembangan sistem yang meliputi analisis kebutuhan software desain code generation testing dan support diharapkan dengan adanya sistem baru ini dapat memberikan keakuratan data efisiensi dan ke efektifan yang tinggi bagi sistem administrasi di desa selogudig wetan
Penerapan Algoritman K-Means Clustering untuk Pengelompokan Penjualan Kue Pada Toko happy Bakerry Menggunakan Web Streamlit,"permasalahan pada topik penelitian:	_x000D_
1. Terdapat sisa kue yang tidak terjual selama waktu tertentu sehingga kue menjadi tidak bias dikonsumsi karena sudah kadaluarsa._x000D_
2. Petugas kesulitan menentukan kue apa saja yang banyak diminati oleh pelanggan._x000D_
solusi / cara penyelesaian masalah yang ditawarkan:	_x000D_
1. Pengumpulan data penjualan kue di Happy Bakery_x000D_
2. Membuat Clustering penjualan berdasarkan tingkat penjualan kue yang banyak di beli oleh konsumen._x000D_
Manfaat Penelitian ialah Membantu produsen agar dapat memprediksi jenis kue yang laris atau habis pada waktu tertentu menggunakan metode data mining. Metode yang digunakan adalah algoritma K-Means clustering. Data yang digunakan berasal dari histori penjualan kue dua tahun. Proses data mining yang digunakan dalam penelitian ini adalah Kmeans Clustering. Dengan adanya metode k-means clusting ini diharapkan adanya pengelompokkan data ini pihak took kue happy bakery dapat mengetahui jenis barang yang laris terjual dan tidak. Sehingga barang yang ada di gudang tidak menumpuk._x000D_
platforms implementasi produk yang dihasilkan	:	_x000D_
1. Menggunakan K-means Clustering penjualan kue di Happy Bakery_x000D_
2. Menggunakan Metode Analisis data mining K-means Clustering dan Cross- Industry Standart Process for data mining ( CRISP- DM)._x000D_
Atribut:_x000D_
1. Nama Produk_x000D_
2. Tanggal pembelian_x000D_
3. Frekuensi Terjual_x000D_
_x000D_
fitur / keterbaruan / atribut atau parameter (computer science) / perbedaan dari penelitian sebelumnya	:	_x000D_
1. Jumlah pengelompokan dibedakan menjadi 3,yaitu penjualan rendah, menengah, dan tinggi._x000D_
2. Data yang digunakan lebih banyak ( data selama 2 tahun )",penerapan algoritman k-means clustering untuk pengelompokan penjualan kue pada toko happy bakerry menggunakan web streamlit,permasalahan pada topik penelitian 1 terdapat sisa kue yang tidak terjual selama waktu tertentu sehingga kue menjadi tidak bias dikonsumsi karena sudah kadaluarsa 2 petugas kesulitan menentukan kue apa saja yang banyak diminati oleh pelanggan solusi cara penyelesaian masalah yang ditawarkan 1 pengumpulan data penjualan kue di happy bakery 2 membuat clustering penjualan berdasarkan tingkat penjualan kue yang banyak di beli oleh konsumen manfaat penelitian ialah membantu produsen agar dapat memprediksi jenis kue yang laris atau habis pada waktu tertentu menggunakan metode data mining metode yang digunakan adalah algoritma k-means clustering data yang digunakan berasal dari histori penjualan kue dua tahun proses data mining yang digunakan dalam penelitian ini adalah kmeans clustering dengan adanya metode k-means clusting ini diharapkan adanya pengelompokkan data ini pihak took kue happy bakery dapat mengetahui jenis barang yang laris terjual dan tidak sehingga barang yang ada di gudang tidak menumpuk platforms implementasi produk yang dihasilkan 1 menggunakan k-means clustering penjualan kue di happy bakery 2 menggunakan metode analisis data mining k-means clustering dan cross- industry standart process for data mining crisp- dm atribut 1 nama produk 2 tanggal pembelian 3 frekuensi terjual fitur keterbaruan atribut atau parameter computer science perbedaan dari penelitian sebelumnya 1 jumlah pengelompokan dibedakan menjadi 3 yaitu penjualan rendah menengah dan tinggi 2 data yang digunakan lebih banyak data selama 2 tahun
Sistem Informasi Pendataan Alumni SMK Syekh Abdul Qodir Al-Jailani Berbasis Web,"Dengan adanya informasi tentang alumni baik secara tidak langsung dapat meningkatkan citra baik sekolah terhadap masyarakat umum. Sampai saat ini masih banyak sekolah yg belum memanfaatkan penggunaan sistem informasi dalam  pendataan dan penelusuran alumni, yg diharapkan mempermudah dalam hal pengolahan dan pengelolaan data alumni tersebut, selain itu dengan sistem informasi dapat memfasilitasi berbagai keperluan tambahan seperti penelusuran alumni, berita dan informasi kegiatan lowongan kerja",sistem informasi pendataan alumni smk syekh abdul qodir al-jailani berbasis web,dengan adanya informasi tentang alumni baik secara tidak langsung dapat meningkatkan citra baik sekolah terhadap masyarakat umum sampai saat ini masih banyak sekolah yg belum memanfaatkan penggunaan sistem informasi dalam pendataan dan penelusuran alumni yg diharapkan mempermudah dalam hal pengolahan dan pengelolaan data alumni tersebut selain itu dengan sistem informasi dapat memfasilitasi berbagai keperluan tambahan seperti penelusuran alumni berita dan informasi kegiatan lowongan kerja
Analisis kapasitas pengeluaran daya  generator set 40KVA ketika ada pemadaman mendadak di wilayah zaid bin tsabit k,Karena di wilayah zaid bin tsabit itu sendiri tidak mengetahui jumlah daya yang dialiri dari generator set ke setiap devisi/ kamar.Dengan adanya analisis ini bisa membantu pihak sana untuk  mengetahui jumlah aliran daya dari genset tersebut,analisis kapasitas pengeluaran daya generator set 40kva ketika ada pemadaman mendadak di wilayah zaid bin tsabit k,karena di wilayah zaid bin tsabit itu sendiri tidak mengetahui jumlah daya yang dialiri dari generator set ke setiap devisi kamar dengan adanya analisis ini bisa membantu pihak sana untuk mengetahui jumlah aliran daya dari genset tersebut
Sistem Informasi Pembayaran Dana Operasional Pondok (DOP) dan Kosma Santri Wilayah Zaid Bin Sabit Berbasis Web,"Pesantren yang diasuh KH. Zaini Munâ€™in ini nampaknya mendapat pengakuan yang cukup luas dikalangan masyarakat.Terbukti dengan semakin banyaknya jumlah santri yang berdatangan dari segala penjuru tanah air,bahkan dari luar negeri nama pesantren, yang sekarang yang terkenal dengan â€œNurul Jadidâ€, bermula pada saat KH. Zaini Munâ€™m di datangi seorang tamu,putra gurunya (KH.ABD.Majid) bernama KH.Bakir. Beliau mengharap kepada KH.  Zaini munâ€™in untuk memberi nama pesantren yang diasuhnya dengan nama â€œNurul Jadidâ€ (cahaya baru). _x000D_
Pondok pesantren Nurul Jadid merupakan lambaga pendidikan yang di Indonesia yang sejak dulu telah menerapkan sistem pemberdayaan diantara ciri khusus pesantren yaituâ€menciptakan kehidupan yang mandiri dan sederhana bagi para diri santriâ€. Dalam rangka menjawab tantangan zaman, sebagian pesantren mulai membenahi diri dengan mengadakan perubahan dan membuat mereka menjadi modern. Dipondok pesantren Nurul Jadid terbagi menjadi 8 wilayah satu wilayah pusat untuk putra dan 7 wilayah untuk santri putri khususnya diwilayah Zaid bin tsabit yang teknolgi informasi dan sistem informasi yang demikian pesat di era revolusi industri 4.0 saat ini, kecanggihan elektronik tidak bisa diragukan lagi, kebutuhan yang sangat besar akan teknolgi informasi saat ini adalah kebutuhan akan sistem informasi yang telah membuat hampir semua aspek kehidupan tidak dapat terhindar dari penggunaan teknologi._x000D_
   Sistem yang digunakan wilayah Zaid bin Tsabit tersebut masih menggunakan sistem yang manual.Misalkan setiap liburan santri khusus yang berstatus SLTA di wilayah ini wajib mengerjakan tugas yang di berikan oleh pesantren dalam bentuk sebuah blanko,blanko liburan ini bukanlah pertama kalinya di Zaid bin Tsabit,melainkan sudah menjadi tradisi wajib dalam liburan pesantren kegiatan yang dicantumkan dalam blanko tersebut seperti sholat berjamaah ,membantu orang tua,murojaâ€™ah materi pelajaran program unggulan, serta berbagai kegiatan lain yang tentunya tidak mengganggu momen liburan santri,justru sangat membantu santri untuk memanfaatkan liburan dengan di isi kegiatan yang bermanfaat.Di mana masih berbentuk manual jadi untuk mempermudah santri dalam pengisian blanko yang termasuk tugas wajib pesantren.Dalam hal ini pengurus yang bersangkutan dalam penggunaan aplikasi web ini berbasis online yang sekiranya tidak memberatkan kepada para santri. Dan santri bisa langsung mengisi form yang terdapat di hp androidnya masing-masing. Perkembangan teknolgi memiliki dampak yang sangat penting atas alat yang dapat memberikan kemudahan,fleksibilitas,efisiensi  dan keamanan dalam menggunakan aplikasi yang berbasis web ini.Pengaruh dari sistem informasi dengan menggunakan teknologi ialah dapat meningkatkan efesiensi pengurus serta dapat mengurangi kemalasan untuk santrinya dalam pengisian blanko untuk santri tersebut, dan sebenarnya tujuan adanya blanko kegiatan libur santri hanyalah untuk menjaga keistiqomahan mereka._x000D_
   Perkembangan serta informasi yang dimiliki oleh sistem ini untuk memudahkan snatri dlalam pengisiian blanko dalam tugas wajib pesantren.",sistem informasi pembayaran dana operasional pondok dop dan kosma santri wilayah zaid bin sabit berbasis web,pesantren yang diasuh kh zaini mun in ini nampaknya mendapat pengakuan yang cukup luas dikalangan masyarakat terbukti dengan semakin banyaknya jumlah santri yang berdatangan dari segala penjuru tanah air bahkan dari luar negeri nama pesantren yang sekarang yang terkenal dengan nurul jadid bermula pada saat kh zaini mun m di datangi seorang tamu putra gurunya kh abd majid bernama kh bakir beliau mengharap kepada kh zaini mun in untuk memberi nama pesantren yang diasuhnya dengan nama nurul jadid cahaya baru pondok pesantren nurul jadid merupakan lambaga pendidikan yang di indonesia yang sejak dulu telah menerapkan sistem pemberdayaan diantara ciri khusus pesantren yaitu menciptakan kehidupan yang mandiri dan sederhana bagi para diri santri dalam rangka menjawab tantangan zaman sebagian pesantren mulai membenahi diri dengan mengadakan perubahan dan membuat mereka menjadi modern dipondok pesantren nurul jadid terbagi menjadi 8 wilayah satu wilayah pusat untuk putra dan 7 wilayah untuk santri putri khususnya diwilayah zaid bin tsabit yang teknolgi informasi dan sistem informasi yang demikian pesat di era revolusi industri 4 0 saat ini kecanggihan elektronik tidak bisa diragukan lagi kebutuhan yang sangat besar akan teknolgi informasi saat ini adalah kebutuhan akan sistem informasi yang telah membuat hampir semua aspek kehidupan tidak dapat terhindar dari penggunaan teknologi sistem yang digunakan wilayah zaid bin tsabit tersebut masih menggunakan sistem yang manual misalkan setiap liburan santri khusus yang berstatus slta di wilayah ini wajib mengerjakan tugas yang di berikan oleh pesantren dalam bentuk sebuah blanko blanko liburan ini bukanlah pertama kalinya di zaid bin tsabit melainkan sudah menjadi tradisi wajib dalam liburan pesantren kegiatan yang dicantumkan dalam blanko tersebut seperti sholat berjamaah membantu orang tua muroja ah materi pelajaran program unggulan serta berbagai kegiatan lain yang tentunya tidak mengganggu momen liburan santri justru sangat membantu santri untuk memanfaatkan liburan dengan di isi kegiatan yang bermanfaat di mana masih berbentuk manual jadi untuk mempermudah santri dalam pengisian blanko yang termasuk tugas wajib pesantren dalam hal ini pengurus yang bersangkutan dalam penggunaan aplikasi web ini berbasis online yang sekiranya tidak memberatkan kepada para santri dan santri bisa langsung mengisi form yang terdapat di hp androidnya masing-masing perkembangan teknolgi memiliki dampak yang sangat penting atas alat yang dapat memberikan kemudahan fleksibilitas efisiensi dan keamanan dalam menggunakan aplikasi yang berbasis web ini pengaruh dari sistem informasi dengan menggunakan teknologi ialah dapat meningkatkan efesiensi pengurus serta dapat mengurangi kemalasan untuk santrinya dalam pengisian blanko untuk santri tersebut dan sebenarnya tujuan adanya blanko kegiatan libur santri hanyalah untuk menjaga keistiqomahan mereka perkembangan serta informasi yang dimiliki oleh sistem ini untuk memudahkan snatri dlalam pengisiian blanko dalam tugas wajib pesantren
Sistem informasi koperasi Syubbanul muslimin di desa kalikajar paiton probolinggo berbasis web,Agar syubband lovers nusantara mudah memesan barang atau produk produk yang ada di koperasi syubbanul muslimin.,sistem informasi koperasi syubbanul muslimin di desa kalikajar paiton probolinggo berbasis web,agar syubband lovers nusantara mudah memesan barang atau produk produk yang ada di koperasi syubbanul muslimin
Alat Proteksi dan Monitoring Instalasi Listrik Rumah Menggunakan Mikrokontroler Esp32 Terhadap Beban Berlebih Berbasis Internet of Things(IoT)Of Thing(IOT),"Rancang Bangun Monitoring Pengisian Baterai Speda Listrik Berbasis Internet _x000D_
Of Thing(IOT)",alat proteksi dan monitoring instalasi listrik rumah menggunakan mikrokontroler esp32 terhadap beban berlebih berbasis internet of things iot of thing iot,rancang bangun monitoring pengisian baterai speda listrik berbasis internet of thing iot
